id,student_id,group_id,praepostor
1903,104,6,
1904,105,6,
1905,106,6,
1906,107,6,
1907,108,6,
1908,109,6,
1909,111,6,
1910,110,6,
1911,112,6,
1912,113,6,
1913,114,6,
1914,115,6,
1915,116,6,
1916,117,6,
1917,118,6,
1918,119,6,
1919,120,6,
1920,121,6,
1921,82,5,
1922,83,5,
1923,84,5,
1925,86,5,
1926,87,5,
1927,88,5,
1928,89,5,
1929,90,5,
1930,91,5,
1931,92,5,
1932,93,5,
1933,94,5,
1934,95,5,
1935,96,5,
1936,97,5,
1937,98,5,
1938,99,5,
1939,100,5,
1940,101,5,
1941,60,4,
1942,61,4,
1943,62,4,
1944,63,4,
1945,64,4,
1946,65,4,
1947,66,4,
1948,67,4,
1949,68,4,
1950,69,4,
1951,70,4,
1952,71,4,
1953,72,4,
1954,73,4,
1955,74,4,
1956,75,4,
1957,76,4,
1958,77,4,
1959,78,4,
1960,79,4,
1961,80,4,
1962,81,4,
1963,394,24,
1964,395,24,
1965,396,24,
1966,397,24,
1967,398,24,
1968,399,24,
1969,400,24,
1970,401,24,
1971,402,24,
1972,404,24,
1973,405,24,
1974,406,24,
1975,407,24,
1976,409,24,
1977,410,24,
1978,411,24,
1979,412,24,
1980,413,24,
1981,414,24,
1982,403,24,
1983,408,24,
1984,43,3,
1985,44,3,
1986,45,3,
1987,46,3,
1988,47,3,
1989,48,3,
1990,49,3,
1991,50,3,
1992,51,3,
1993,53,3,
1994,54,3,
1995,55,3,
1996,56,3,
1997,57,3,
1998,58,3,
1999,59,3,
2000,52,3,
2085,85,27,
2086,85,5,
2173,453,31,
2174,454,31,
2175,455,31,
2176,456,31,
2177,457,31,
2178,458,31,
2180,460,31,
2181,461,31,
2182,462,31,
2183,463,31,
2184,464,31,
2185,465,31,
2186,466,31,
2187,467,31,
2188,468,31,
2189,469,31,
2236,515,34,
2237,516,34,
2238,517,34,
2239,518,34,
2240,519,34,
2241,520,34,
2242,521,34,
2243,522,34,
2244,523,34,
2245,524,34,
2246,525,34,
2247,526,34,
2248,527,34,
2249,528,34,
2250,529,34,
2251,530,34,
2252,531,34,
2253,532,34,
2254,533,34,
2255,534,34,
2256,535,34,
2257,536,34,
2258,537,34,
2259,538,34,
2260,539,34,
2261,540,34,
2262,541,34,
2263,542,34,
2264,543,34,
2265,544,34,
2273,545,34,
2274,459,31,
2354,546,35,
2355,547,35,
2356,548,35,
2357,549,35,
2358,550,35,
2359,551,35,
2360,552,35,
2361,553,35,
2362,554,35,
2363,555,35,
2364,556,35,
2365,557,35,
2366,558,35,
2367,559,35,
2368,560,35,
2369,561,35,
2370,562,35,
2371,563,35,
2372,564,35,
2373,565,35,
2374,566,35,
2375,567,35,
2376,568,35,
2377,569,35,
2378,570,35,
2379,571,35,
2380,572,35,
2381,573,35,
2382,574,35,
2383,494,33,
2384,495,33,
2385,496,33,
2386,497,33,
2387,498,33,
2388,85,33,
2389,499,33,
2390,500,33,
2391,501,33,
2393,503,33,
2394,504,33,
2395,505,33,
2396,506,33,
2397,507,33,
2398,508,33,
2399,509,33,
2400,510,33,
2401,511,33,
2402,513,33,
2403,514,33,
2404,512,33,
2405,493,33,
2406,438,30,
2407,439,30,
2408,440,30,
2409,441,30,
2410,442,30,
2411,443,30,
2412,444,30,
2413,446,30,
2414,447,30,
2415,448,30,
2416,449,30,
2417,450,30,
2418,451,30,
2419,452,30,
2420,445,30,
2421,470,32,
2422,471,32,
2424,474,32,
2425,475,32,
2426,476,32,
2428,478,32,
2430,480,32,
2431,481,32,
2432,482,32,
2433,483,32,
2434,484,32,
2435,485,32,
2436,486,32,
2437,487,32,
2438,488,32,
2439,489,32,
2440,490,32,
2441,491,32,
2442,492,32,
2443,472,32,
2467,415,29,
2468,416,29,
2469,417,29,
2470,418,29,
2471,419,29,
2472,420,29,
2473,421,29,
2474,422,29,
2475,423,29,
2476,424,29,
2477,425,29,
2478,427,29,
2479,428,29,
2480,429,29,
2481,430,29,
2482,431,29,
2483,432,29,
2484,433,29,
2485,434,29,
2486,435,29,
2487,436,29,
2488,437,29,
2489,426,29,
2493,502,33,
2494,473,32,
2495,575,33,
2496,576,33,
2497,479,32,
2498,477,32,
2540,599,37,
2541,600,37,
2542,601,37,
2543,602,37,
2544,603,37,
2545,604,37,
2546,605,37,
2547,606,37,
2548,607,37,
2549,608,37,
2550,609,37,
2551,610,37,
2552,611,37,
2553,612,37,
2554,613,37,
2555,614,37,
2556,615,37,
2557,616,37,
2558,617,37,
2559,618,37,
2560,619,37,
2561,620,37,
2562,621,38,
2563,622,38,
2564,623,38,
2565,624,38,
2566,625,38,
2567,626,38,
2568,627,38,
2569,628,38,
2570,629,38,
2571,630,38,
2572,631,38,
2573,632,38,
2574,633,38,
2575,634,38,
2576,635,38,
2577,636,38,
2578,637,38,
2579,638,38,
2580,639,38,
2581,640,38,
2582,641,38,
2583,642,38,
2584,643,38,
2585,644,38,
2586,645,39,
2587,646,39,
2588,647,39,
2589,648,39,
2590,649,39,
2591,650,39,
2592,651,39,
2593,652,39,
2594,653,39,
2595,654,39,
2596,655,39,
2597,656,39,
2598,657,39,
2599,658,39,
2600,659,39,
2601,660,39,
2602,661,39,
2603,662,39,
2604,663,39,
2605,664,39,
2606,665,39,
2607,666,39,
2608,667,39,
2609,668,39,
2610,669,40,
2611,670,40,
2612,671,40,
2613,672,40,
2614,673,40,
2615,674,40,
2616,675,40,
2617,676,40,
2618,677,40,
2619,678,40,
2620,679,40,
2621,680,40,
2622,681,40,
2623,682,40,
2624,683,40,
2625,684,40,
2626,685,40,
2627,686,40,
2628,687,40,
2629,688,40,
2630,689,40,
2631,690,40,
2632,691,40,
2633,692,40,
2685,516,42,
2686,517,42,
2687,518,42,
2688,519,42,
2689,520,42,
2690,521,42,
2691,522,42,
2692,524,42,
2693,526,42,
2694,527,42,
2695,528,42,
2696,540,42,
2697,529,42,
2698,530,42,
2699,532,42,
2700,533,42,
2701,534,42,
2702,536,42,
2703,537,42,
2704,538,42,
2705,539,42,
2706,543,42,
2707,227,42,
2708,545,42,
2777,311,18,
2778,312,18,
2779,313,18,
2780,314,18,
2781,315,18,
2782,316,18,
2783,318,18,
2784,319,18,
2785,320,18,
2786,322,18,
2787,323,18,
2788,324,18,
2789,325,18,
2790,326,18,
2791,327,18,
2792,329,18,
2793,330,18,
2794,317,18,
2795,328,18,
2796,438,44,
2797,439,44,
2798,440,44,
2799,441,44,
2800,456,44,
2801,457,44,
2802,458,44,
2803,459,44,
2804,442,44,
2805,460,44,
2806,461,44,
2807,465,44,
2808,443,44,
2809,444,44,
2810,445,44,
2811,446,44,
2812,447,44,
2813,448,44,
2814,449,44,
2815,450,44,
2816,451,44,
2817,452,44,
2818,469,44,
2819,470,44,
2820,471,44,
2821,472,44,
2822,473,44,
2823,474,44,
2824,476,44,
2825,477,44,
2826,481,44,
2827,482,44,
2828,483,44,
2829,484,44,
2830,487,44,
2831,490,44,
2832,415,43,
2833,416,43,
2834,417,43,
2835,418,43,
2836,419,43,
2837,421,43,
2838,422,43,
2839,424,43,
2840,425,43,
2841,426,43,
2842,427,43,
2843,434,43,
2844,428,43,
2845,429,43,
2846,430,43,
2847,431,43,
2848,432,43,
2849,433,43,
2850,436,43,
2851,437,43,
2852,435,43,
2853,495,43,
2854,496,43,
2855,497,43,
2856,498,43,
2857,499,43,
2858,503,43,
2859,504,43,
2860,509,43,
2861,511,43,
2862,512,43,
2863,513,43,
2922,693,47,
2923,694,47,
2924,695,47,
2925,696,47,
2926,697,47,
2927,707,47,
2928,699,47,
2929,700,47,
2930,701,47,
2931,702,47,
2932,703,47,
2933,704,47,
2934,705,47,
2935,706,47,
2936,164,10,
2937,161,10,
2938,168,10,
2939,165,10,
2940,166,10,
2941,167,10,
2942,170,10,
2943,171,10,
2944,216,10,
2945,169,10,
2946,172,10,
2947,163,10,
2948,577,36,
2949,578,36,
2950,579,36,
2951,581,36,
2952,582,36,
2953,583,36,
2954,584,36,
2955,585,36,
2956,586,36,
2957,587,36,
2958,588,36,
2959,589,36,
2960,590,36,
2961,591,36,
2962,592,36,
2963,593,36,
2964,594,36,
2965,595,36,
2966,596,36,
2967,597,36,
2968,598,36,
2969,580,36,
2971,709,36,
